id,screen_name,name,friends_count,followers_count,statuses_count,verified,utc_offset,time_zone
877348159541960704,news_soccer_uk,newslocker_soccerUK,1982,1801,134817,false,NULL,NULL
877348159730597890,alkuzama58,الخزامى,262,43,643,false,NULL,NULL
877348159902556160,Sunna5V,Sunita,1746,1133,42549,false,NULL,NULL
877348158782791680,RajeshTPunjabi,Rajesh T. Punjabi,315,354,8711,false,19800,Mumbai
877348159701307397,Sigaud3,SigaudJP,1979,2147,67138,false,10800,Athens
877348161198497792,ethereaImix,fer,146,4822,85538,false,-18000,Central Time (US & Canada)
877348161437655040,LaVora2,LaVora2 #DISIDENTE,3113,3082,28043,false,-14400,Caracas
877348159860744192,comedyfeeduk,Comedy Feed,154,216,69209,false,3600,London
877348161471348736,MikeVisionTech,MikeVision Tech,5082,5466,21878,false,NULL,NULL
877348161789976576,asnmaok,MALINEE,91,28,15335,false,NULL,NULL
877348161815101441,UkEssaysService,uk-essays-service,1542,350,25054,false,NULL,NULL
877348162423443456,janethawks,Janet Hawks,917,1044,34245,false,NULL,NULL
877348162905800704,atuldesh12,Atul Deshpande,126,75,6633,false,NULL,NULL
877348163505369088,mk_mot13,Undan The Undying,715,336,14761,false,NULL,NULL
877348162729422848,diegoparinang,Diego Parinango ️,685,820,18419,false,-18000,Central Time (US & Canada)
877348164189253633,news_soccer_uk,newslocker_soccerUK,1982,1801,134818,false,NULL,NULL
877348165262884864,Nayakbapu,Santanu Nayak,865,59,309,false,19800,New Delhi
877348164902178817,anjalimanohar,Anjali Manohar,632,841,12409,false,19800,New Delhi
877348166340718592,news_soccer_uk,newslocker_soccerUK,1982,1801,134819,false,NULL,NULL
877348166756163584,59nathang,Nn Gn,60,104,26270,false,-7200,Greenland
877348168001880064,andreaalv_,Andrea Lozada,397,560,66455,false,-14400,Caracas
877348168962260992,Truth_of_HELL,Axis_of_Evil,1098,1207,176268,false,-25200,Pacific Time (US & Canada)
877348168819556352,kailashdudi05,kailash dudi,81,90,3171,false,NULL,NULL
877348167691493377,indiajobslist,India Jobs,73,134,9537,false,19800,New Delhi
877348169679597569,t_bhaduri,TRYAMBAK BHADURI,2308,118,12193,false,NULL,NULL
877348170077949952,i_borborygmi,Borborygmi,163,24,1317,false,-25200,Pacific Time (US & Canada)
877348171218907136,toefinger,toefinger,511,488,50939,false,-14400,Eastern Time (US & Canada)
877348172066156545,news_soccer_uk,newslocker_soccerUK,1982,1801,134820,false,NULL,NULL
877348172485595136,SueSpencerCat,Sue in illinois,535,158,3550,false,NULL,NULL
877348172397334528,JihadiColin,Jihadi Colin,104,895,8649,false,NULL,NULL
877348172607102976,JiveManchester,Jive Manchester,402,1969,9224,false,NULL,NULL
877348172808372225,TroyCoby,Coby 🎋 Troy 🍂,7628,8436,135735,false,-25200,Pacific Time (US & Canada)
877348173580300288,sMqDoni6qg21ePT,+447835557485,0,0,11,false,NULL,NULL
877348174125510656,xSuperAshx,Ash DCC,290,104,59756,false,-14400,Eastern Time (US & Canada)
877348174708432897,Gammajewels,Julie Larsen,2769,1938,9193,false,NULL,NULL
877348174377222146,aaravkmeena,AaRaV (🕉),252,2282,107666,false,NULL,NULL
877348175140364288,KimHislop,Kim Hislop,441,186,9077,false,NULL,NULL
877348175757037568,devinecelt,devinecelt,1738,2880,216878,false,43200,Auckland
877348176218345472,kshithi68,Kshithija Madush,31,67,790,false,NULL,NULL
877348176302419970,jbontweet,Joel,182,47,3113,false,-10800,Brasilia
877348176470040576,msmsaifullah,M. S. M. Saifullah,387,357,36557,false,28800,Singapore
877348176813998080,Leonard32604706,Leonardo,1,0,3,false,NULL,NULL
877348176847454209,DrSwatiShow,Dr.Swati Maheshwari,50,1177,175,false,-25200,Pacific Time (US & Canada)
877348176604299265,AnuSharmaUdh,Anu Sharma,425,6758,80644,false,-25200,Pacific Time (US & Canada)
877348176830672901,RosemaryMscott,Angry Rose,429,359,38447,false,NULL,NULL
877348177799761920,HarryFr75027997,Harry Frazier,257,0,358,false,NULL,NULL
877348178974126080,sparklnflash,vicky jim,22,0,20,false,NULL,NULL
877348178785431552,oj_critch,🐬,228,624,27170,false,3600,London
877348179674447872,kv18,Kashish Vyas,1733,953,20751,false,19800,New Delhi
877348180312109056,Newsofthehour1,Newsofthehour,2008,1456,112012,false,-25200,Pacific Time (US & Canada)
877348181360599040,vikramsing84,Vikram Singh,252,408,43657,false,NULL,NULL
877348181394075648,aekusterer,ae kusterer,308,26,19,false,-14400,Eastern Time (US & Canada)
877348181381529600,irinshimmm,it's eye-rin,51,62,65,false,NULL,NULL
877348181813493760,jeckthor,Héctor J.G Oropeza⚜️,3567,1374,8695,false,-14400,Caracas
877348178261139456,zamtjohnny,Johnny T. Zamora,4843,887,904,false,NULL,NULL
877348182073552896,feuerente,Franziska Moser,115,68,804,false,7200,Bern
877348182472232960,WRJRJAMZ,WRJR Real Jamz Radio,408,149,66673,false,NULL,NULL
877348182828756993,the_mantese,Jose Jaimes,135,89,137106,false,-14400,Eastern Time (US & Canada)
877348182283268096,chandanghodela,Chandan Singh,8,236,983,false,-25200,Pacific Time (US & Canada)
877348183298383872,asnmaok,MALINEE,91,28,15336,false,NULL,NULL
877348183348609025,Natsecjeff,F. Jeffery,7251,9770,180571,false,18000,Karachi
877348184015728644,AnuSharmaUdh,Anu Sharma,425,6758,80646,false,-25200,Pacific Time (US & Canada)
877348184162525184,JiveBirmingham,Jive Birmingham,1328,8201,25802,false,NULL,NULL
877348185705984001,kaangucl,kaan,375,1486,44247,false,10800,Istanbul
877348187660468224,Crow26Darkness,John Bishop 🇦🇺,449,183,11125,false,NULL,NULL
877348187681443840,AgentSaffron,Subutai,2761,19129,264296,false,7200,Ljubljana
877348188121841664,idkkaaliyah,Idk.Aaliyah,164,35,123,false,NULL,NULL
877348187756875779,go4gin,Carolyn Kenney,8511,8611,71451,false,-14400,Eastern Time (US & Canada)
877348188167872512,Zhbabar05,Zohaib Babar,7828,7243,106928,false,NULL,NULL
877348187836731393,eezypeezy,eezypeezy,3133,8125,772039,false,7200,Pretoria
877348189116010496,AlJahed3,Al Jahed,78,67,2235,false,NULL,NULL
877348190034550786,HomeCareJobs2,Home Care Jobs,0,5,8138,false,NULL,NULL
877348189887705088,JobsPortland1,Portland Jobs,69,147,17415,false,NULL,NULL
877348190189649920,HospitalJobsToo,Hospital Jobs,0,6,7556,false,NULL,NULL
877348190579589121,AbuzamanHamdi,Mahmoud Hamdi,20,0,46,false,NULL,NULL
877348190621548548,SonyaBaker2,Sonya,1066,438,39488,false,NULL,NULL
877348190202327041,JobsModestoCA,Jobs Modesto,50,29,12970,false,NULL,NULL
877348191775182848,lisabpinkk,theus,4684,6857,7555,false,-25200,Pacific Time (US & Canada)
877348193171787776,Jongdaelicious_,Soulless,875,902,215871,false,28800,Beijing
877348192219799552,WazeTrafficDC,Unusual Traffic DC,0,2221,52483,false,10800,Kyiv
877348193310089216,vampirekillert,Richter RT 🐺™,26,27,120,false,NULL,NULL
877348191988883456,WazeTrafficATL,Unusual Traffic ATL,3,4906,30119,false,10800,Kyiv
877348193339441152,vulgaireiraqi,هایده,301,149,7931,false,NULL,NULL
877348193544978433,jojeonbalsa,wen ✧,415,358,21500,false,25200,Jakarta
877348193956016128,cpvergara12,Cynthia Paola,369,143,3586,false,NULL,NULL
877348193641545728,RexelUSACareers,RexelUSACareers,69,114,447,false,NULL,NULL
877348193218043909,DRL_USANews,Daily News,1203,1650,57251,false,NULL,NULL
877348193909972993,all_restaurants,Restaurant Jobs,3290,3323,12288,false,-14400,Santiago
877348194249826304,IzabeleCarol,Izabele,191,378,59953,false,NULL,NULL
877348193947840512,thus_spake,Thus Spake,617,2856,1743562,false,3600,London
877348194539118592,RaviVaarmaa,Ravi Varma,121,0,5,false,NULL,NULL
877348194702827521,JoyYorkAuthor,Joy York,6413,9833,74335,false,NULL,NULL
877348194711027713,fish_in_a_hat,Fish in a hat 🐟,5290,4811,42632,false,3600,London
877348195403038720,SouthBendINJobs,South Bend IN Jobs,0,15,12642,false,NULL,NULL
877348195554082816,StorageGuide1,Storage Space,49,7,10256,false,-25200,Pacific Time (US & Canada)
877348195524722688,oscartaracena,9th Dist Fed Judge,1296,750,37593,false,-25200,Pacific Time (US & Canada)
877348195281588226,JobRealEstate,Real Estate Jobs,0,11,9616,false,NULL,NULL
877348196246278145,Engracia715,LegalDreamer🇬🇧🇺🇸,4992,2319,96324,false,3600,London
877348196694900740,CandidateHunter,CandidateHunter,0,15,15187,false,NULL,NULL
877348196829220866,junkyard_guide,Junkyard Salvage,52,10,6802,false,-25200,Pacific Time (US & Canada)
877348196976087040,PD_Jobs,Prism Digital Jobs,362,264,910,false,3600,London
877348197273751552,bobb1182,bob,1111,1037,7718,false,NULL,NULL
877348196980334592,HBin3agool,حسين بن عاقول,99,2151,31415,false,3600,London
877348197013872640,JiveCambridge,Jive Cambridge,1176,5149,15650,false,NULL,NULL
877348196481196032,indiajobslist,India Jobs,73,134,9538,false,19800,New Delhi
877348198032982019,FacuTantucci,Tantu,902,1494,62505,false,-10800,Buenos Aires
877348198620086272,YaThinkN,Noely,6077,10527,205506,false,36000,Brisbane
877348199375151105,pressexpress,pressexpress.in,2249,188,6192,false,NULL,NULL
877348198813229057,oluwa_vision,Oladimeji A.,1459,2060,80548,false,-14400,Eastern Time (US & Canada)
877348199068991488,PastulInc,Pastul Inc,53,64,1934,false,3600,London
877348200167780352,skullmiiz,🍑It's me🍑,262,265,113175,false,25200,Bangkok
877348200016949248,CLNBlog,Celebrity News Blog,2420,2084,121179,false,10800,Nairobi
877348199920488453,vivelafra,ViveLaFrance,5635,49783,79934,false,-25200,Pacific Time (US & Canada)
877348200608407553,ericamorales927,Erica Morales,4987,698,22685,false,NULL,NULL
877348200386097153,ankurietcs,ankur jain,199,231,27613,false,NULL,NULL
877348201292075008,Maddox8212,Maddox,1998,2321,14522,false,-18000,Central Time (US & Canada)
877348201933787136,vulgaireiraqi,هایده,301,148,7932,false,NULL,NULL
877348202332041220,CatholicsTweet,CatholicsTweet,5315,6008,230826,false,-25200,Pacific Time (US & Canada)
877348202726518784,CymbidiumFool,CymbidiumNamo,269,42,5717,false,-25200,Pacific Time (US & Canada)
877348203032489985,nsu126,Nishant Gaurav,338,52,101,false,NULL,NULL
877348203443609600,kapilnaren,Kapil Naren,237,124,19156,false,7200,Paris
877348204013944833,Billsaspider,Billy Spider,1803,776,11842,false,-18000,Central Time (US & Canada)
877348204009934848,Feduporiginal,A.D.,162,1165,30520,false,-14400,Eastern Time (US & Canada)
877348204366278657,marigome8,MARIANA,1759,1918,16944,false,-25200,Pacific Time (US & Canada)
877348204584554496,PadillaPeinado,David Padilla,149,525,11895,false,NULL,NULL
877348205121470464,vatsonovski,Edrusław Vatsónówski,658,253,13963,false,NULL,NULL
877348205461164032,HrishikeshWali3,Hrishikesh Walimbe,34,1,151,false,NULL,NULL
877348206182412288,Patriot_Girl_TX,Patriot Girl - TX,2840,4143,402924,false,-18000,Central Time (US & Canada)
877348206094548992,prayag,પ્રયાગ ગાંધી,2287,98440,473925,false,-18000,Central Time (US & Canada)
